ID;FullName;global_id;AdmArea;District;Address;LegalAddress;ContactPhone;Fax;Email;WebSite;Categorization;CertificateNumber;CertificateIssueDate;NumberInFederalList;CertificateValidity;NameOfAccreditedOrganization;geodata_center;geoarea
889;"Хостел ""Санта-Барбара""";671131603;Юго-Восточный административный округ;район Текстильщики;11-я улица Текстильщиков, дом 11;;"PublicPhone:(915) 080-52-41

";;panov.dmitriy.63@inbox.ru;hostelsb.ru/;;;;550009712;;;010100000067F0F78BD9DE4240F62686E464DA4B40;
890;"Хостел ""Бамбук на Чистых Прудах""";671131607;Центральный административный округ;Красносельский район;Уланский переулок, дом 14А;;"PublicPhone:(903) 112-36-91

";;hotel-bambuk@mail.ru;hotel-bambuk.ru;;;;550009747;;;010100000066A208A9DBD14240B0AE0AD462E24B40;
891;"Хостел ""Евродом Сокол"" ООО ""Оникс""";671131608;Северный административный округ;район Аэропорт;Часовая улица, дом 23/8;;"PublicPhone:(926) 821-11-11

";;veresov_av@icloud.com;;;;;550009755;;;01010000009775FF5888C24240FBB1497EC4E74B40;
892;"Хостел ""Евродом Октябрьское Поле"" ООО ""Оникс""";671131618;Северо-Западный административный округ;район Хорошёво-Мнёвники;Маршала Тухачевского улица, дом 32, корпус 2;;"PublicPhone:(926) 821-11-11

";;veresov_av@icloud.com;;;;13.10.2016;550009756;;;0101000000EE2422FC8BBC424086AC6EF59CE44B40;
893;"Хостел ""Евродом Щукинская"" ООО ""ЕВРО ДОМ""";671131619;Северо-Западный административный округ;район Хорошёво-Мнёвники;Паршина улица, дом 16;;"PublicPhone:(926) 821-11-11

";;veresov_av@icloud.com;;;;;550009758;;;01010000003B6D8D08C6B94240ADDC0BCC0AE54B40;
894;"Хостел ""Евродом Выставочная"" ООО ""ЕВРО ДОМ""";671131621;Центральный административный округ;Пресненский район;2-й Красногвардейский, дом 8, строение 4;;"PublicPhone:(926) 821-11-11

";;veresov_av@icloud.com;;;;;550009760;;;0101000000130CE71A66C4424041F4A44C6AE04B40;
895;"Отель ""Marguis Hotel""";671131622;Восточный административный округ;район Сокольники;Лобачика улица, дом 14, строение 1Б;;"PublicPhone:(926) 198-41-42

";;marquisresidence@gmail.com;;;;;550009762;;;0101000000B308C556D0D44240BDFDB968C8E44B40;
896;"Гостиница ""Ballet"" ИП Громов Павел Викторович";671131623;Северо-Восточный административный округ;Останкинский район;Академика Королева улица, дом 10;;"PublicPhone:(499) 346-37-32

";;info@ballethotel.ru;ballethotel.ru;;;;550009765;;;010100000020EBA9D557CF4240C0CB0C1B65E94B40;
897;Гостиница «Лондон»;671131624;Юго-Восточный административный округ;район Люблино;40 Лет Октября проспект,  дом 12/10;;"PublicPhone:(925) 506-92-32

";;otel-london@yandex.ru;www.otel-london.ru;;;;550009779;;;01010000002844C02154DF4240D95C35CF11D74B40;
898;Отель «На Медовом» ООО «Концерн Вечерняя Москва»;671131625;Восточный административный округ;район Соколиная Гора;Медовый переулок, дом 5 строение 2;;"PublicPhone:(499) 748-11-96

";;namedovom@yandex.ru;;;;;550009780;;;01010000005E6397A8DEDA424044DB317557E44B40;
899;"Мини-отель ""Пушкарев 16"" ИП Новиков Олег Александрович";671131626;Центральный административный округ;Мещанский район;Пушкарев переулок, дом 16;;"PublicPhone:(909) 970-22-44

";;mini@sretenkahotel.ru;;;;;550009784;;;0101000000D105F52D73D042407214200A66E24B40;
900;"Мини-отель ""На 1-ом Басманном"" ИП Новиков Олег Александрович";671131627;Центральный административный округ;Басманный район;1-й Басманный переулок, дом 4, квартира 21;;"PublicPhone:(909) 970-22-44

";;mini@sretenkahotel.ru;;;;;550009785;;;0101000000616D8C9DF0D44240954737C2A2E24B40;
901;"Мини-отель ""На Сретенке"" ИП Новиков Олег Александрович";671131628;Центральный административный округ;Мещанский район;Большой Сергиевский переулок, дом 20, квартира 10;;"PublicPhone:(909) 970-22-44

";;mini@sretenkahotel.ru;;;;;550009786;;"
";0101000000A7785C548BD042405512D90759E24B40;
902;"Гостиница ""Облака"" ООО ""ОБЛАКА""";671131629;Юго-Восточный административный округ;Южнопортовый район;Крутицкий вал улица,  дом 8/22;;"PublicPhone:(985) 255-33-34

";(985) 255-33-34;hoteloblaka@yandex.ru;hoteloblaka.ru;три звезды;;23.10.2019;550009788;20.10.2022;"ООО «Строим отель»
";01010000002AADBF2500D542403694DA8B68DD4B40;
903;Средство размещения «Апартаменты YE'S» ООО «ЙЕС-АРЕНДА МОСКВА»;671131630;Северо-Западный административный округ;район Митино;Митинская улица, дом 16;;"PublicPhone:(495) 181-99-00

";;rent-msk@yesapart.com;www.yesapart.com;;;;550009797;;;01010000005227A089B0AF4240F0880AD5CDEB4B40;
904;Хостел «Золотая гавань»;671131631;Юго-Восточный административный округ;район Печатники;1-я Курьяновская улица, дом 32;;"PublicPhone:(499) 356-61-90

";;"9373100@mail.ru
";;;;;550009800;;;0101000000BF0B5BB395D94240CB68E4F38AD34B40;
905;"Гостиница ""Академ хостел"" ООО ""АКАДЕМ-ПРОЕКТ""";671131632;Юго-Западный административный округ;Академический район;Шверника улица, дом16, корпус 1;;"PublicPhone:(929) 903-18-79

";;"academ-hostel@yandex.ru
";www.academhostel.ru;;;;550009836;;;0101000000B7EC10FFB0CB4240E0490B9755D84B40;
906;"Гостиница ""МойХостел"" ООО «МОЙХОСТЕЛ»";671131633;Юго-Восточный административный округ;Южнопортовый район;Волгоградский проспект, дом 32, корпус 13;;"PublicPhone:(495) 978-01-23

";;"aleksei@myhostel24.ru
";myhostel24.ru;;;;550009845;;"
";01010000001903EB387ED8424027D9EA724ADC4B40;
907;"Гостиница ""ХОСТЕЛЫРУС-КОЛОМЕНСКАЯ"" ИП Шевченко Юрий Олегович";671131634;Южный административный округ;район Нагатино-Садовники;Коломенский проезд, дом 21;;"PublicPhone:(968) 046-11-55

";;"kolomenskiy.hostel@gmail.com
";www.kolomenskiyhostel.ru;без звезд;550009846;31.10.2016;550009846;31.10.2019;"ООО ""Скайгейт""
";010100000087C0914083D3424057EBC4E578D54B40;
908;"Гостиница «Fortis» ООО ""ОТЕЛЬ""";671131635;Юго-Восточный административный округ;Южнопортовый район;Шарикоподшипниковская улица, дом 11, строение 7;;"PublicPhone:(977) 829-02-89

";(977) 829-02-89;"y.duplev@fortishotel.ru
";fortishotel.ru;;550009852;;550009852;;"
";010100000012FB04508CD64240C66F0A2B15DC4B40;
909;Гостиница «Царицинский комплекс» ОАО «Рыночный комплекс «Царицынский»;671131637;Южный административный округ;район Царицыно;Каспийская улица, дом 36;;"PublicPhone:(495) 322-24-24

";(495) 322-08-84;gostinica-rkc@mail.ru;;;;;550009855;;;010100000047CA1649BBD54240C233A14962CF4B40;
910;Мини-отель «MONACO» ИП Авагян Н.В.;671131638;Северо-Восточный административный округ;Лосиноостровский район;Анадырский проезд, дом 47, корпус 1;;"PublicPhone:(985) 196-06-06

";;Otel.monako@mail.ru;monacohotel.ru;без звезд;550009858;05.12.2018;550009858;04.12.2021;"ООО  ""СЕРВИС И ЭКСПЕРТИЗА"" ";01010000009CC1DF2F66D942406AF7AB00DFEF4B40;
911;"Хостел ""Академ-Сити Хостел""";671131640;Юго-Западный административный округ;Академический район;Новочеремушкинская улица, дом 9;;"PublicPhone:(903) 012-95-95

";;Hostel.akademik9@gmail.com;;без звезд;550009860;19.09.2018;550009860;18.09.2021;"ООО ""Центр промышленной безопасности и экспертизы""";0101000000E3344415FECA42403ECE3461FBD74B40;
912;"Отель ""Старосадский""";671131641;Центральный административный округ;Басманный район;Старосадский переулок, дом 8, строение 3;;"PublicPhone:(495) 268-01-76

";;hotel.star@bk.ru;;;;;550009868;;"
";0101000000BC92E4B9BED1424012C0CDE2C5E04B40;
913;ОТЕЛЬ «БОГЕМИЯ» индивидуального предпринимателя Субботина Игоря Валерьевича;671131642;Центральный административный округ;Тверской район;Большой Путинковский переулок, дом 5;;"PublicPhone:(985) 764-33-22

";;bohemiamoscow@gmail.com;;;;;550009880;;;01010000001D2098A3C7CD424038A27BD635E24B40;
914;Комплекс меблированных комнат «Версаль на Арбате» Индивидуальный предприниматель Евсеев Олег Львович;671131643;Центральный административный округ;район Арбат;Новинский бульвар, дом 10/1;;"PublicPhone:(967) 272-21-75

";;Versal-arbat@mail.ru;www.marver.ru;;;;550009901;;;01010000008B170B43E4CA4240E21FB6F468E04B40;
915;Комплекс меблированных комнат «Круази на Кутузовском» ИП Евсеев Олег Львович;671131647;Западный административный округ;район Дорогомилово;Площадь Победы, дом 1А;;"PublicPhone:(925) 480-89-83

";;kruazig@mail.ru;www.marver.ru;;;;550009902;;;010100000087A5811FD5C2424017D68D7747DE4B40;
916;Комплекс меблированных комнат «Марсель на Маяковской» ИП Евсеев Олег Львович;671131648;Центральный административный округ;Тверской район;1-я Тверская-Ямская улица, дом 9;;"PublicPhone:(925) 167-81-27

";;marvermoscow@gmail.com;www.marver.ru;;;;550009903;;Р;0101000000734A404CC2CB4240FF092E56D4E24B40;
917;Гостиница «Матушка Россия»;671131649;Центральный административный округ;Таганский район;Большая Калитниковская  улица, 42;;"PublicPhone:(495) 780-05-68

";;mr@hostelmr.com;hostelmr.com/;три звезды;550012791;10.11.2017;550012791;09.11.2020;"ООО ""Отель Эксперт""";01010000009E2633DE56D84240147B681F2BDE4B40;
918;ГОСТИНИЦА «БРУСНИКА НА ХОРОШЕВСКОМ» ООО «БРУСНИКА ХОЛДИНГ»;671131650;Северный административный округ;Хорошёвский район;Хорошевское шоссе, дом 23 корпус 2;;"PublicPhone:(906) 794-09-76

";;ooo.brusnika@yandex.ru;sadovoe-koltco.ru/hostels/apartments/;;;;550009922;;;0101000000FA43334FAEC3424071A94A5B5CE34B40;
919;"Гостиница ""Бутик-отель ""Столешников""
";671131651;Центральный административный округ;Тверской район;Дмитровский переулок, дом 3, строение 1,2,4;;"PublicPhone:(985) 333-71-44

";;inforshotel@gmail.com;stoleshnikovresidence.ru;;;;550009925;;;01010000003411363CBDCE4240F0DAA50D87E14B40;
920;"Хостел ""Лана""
";671131653;Северный административный округ;район Беговой;"Ленинградский проспект, дом 35, часть первого этажа
";;"PublicPhone:(000) 000-00-00

";;;;;;;550009926;;;010100000093020B60CAC642406687F8872DE54B40;
921;"Хостел ""Рентадом""";671131654;Центральный административный округ;Пресненский район;Климашкина улица, дом 12, квартира 63;;"PublicPhone:(925) 549-66-49

";;rentadrom1@gmail.com;;;;;550009945;;;0101000000D8614CFA7BC942401878EE3D5CE24B40;
923;"Хостел ""Ника Сити"" ИП Авдеева Ирина Павловна";671313013;Западный административный округ;район Тропарёво-Никулино;Ленинский проспект, дом 156;;"PublicPhone:(495) 438-73-20

";;nikasiti@bk.ru;hostel-nikacity.ru;;;;550009952;;;01010000005664744012BE424096D05D1267D34B40;
924;Гостиница «Бастет» ИП Деева Нина Михайловна;671401478;Центральный административный округ;Пресненский район;Красная Пресня улица, дом 32-34;;"PublicPhone:(925) 421-30-51

";;bactet@bk.ru;;;;;550009955;;;010100000015562AA8A8C84240A4AB74779DE14B40;
925;"Гостиница ""КОМФОРТ КЛАСС"" ЗАО ""КУК""
";671406371;Северный административный округ;район Аэропорт;Часовая улица, дом 11;;"PublicPhone:(499) 151-05-51

";;zaokuk@mail.ru;;;;;550009956;;;0101000000BE2EC37FBAC34240A0E238F06AE74B40;
926;"Гостиница ""Ю-ПОРТ"" ИП Баламутов Н.М.
";671413117;Восточный административный округ;Южнопортовый район;2-й Южнопортовый проезд дом 19-21 строение 1;;"PublicPhone:(495) 123-65-27

";;info@uporthotel.ru;www.uporthotel.ru;;;;550009977;;;010100000089618731E9D7424092CB7F48BFD94B40;
927;Гостинично-жилой комплекс ФГБОУ ВО РАНХиГС;671432928;Западный административный округ;район Тропарёво-Никулино;Проспект Вернадского, дом 82, строение 2;;"PublicPhone:(495) 956-03-27

";(495) 956-03-27;"reserv@ranepa.ru
";www.hotel.ranepa.ru;;;;550009994;;;0101000000199128B4ACBD4240D80C7041B6D44B40;
928;"Гостиница ""Хостел Полянка"" ИП Шагинян Гегам Саргисович
";671442845;Центральный административный округ;Басманный район;Потаповский переулок, дом 10;;"PublicPhone:(926) 194-68-66

";;gegamworking@gmail.com;;;;;550009997;;;0101000000F9F719170ED2424028F38FBE49E14B40;
929;Гостиница «Омар Хайям» ИП Коняева Виолетта Зефировна;671450961;Центральный административный округ;Тверской район;Страстной бульвар, дом 4, строение 3, квартира 37;;"PublicPhone:(967) 056-74-67

";;evgen9682491@yandex.ru;omarhayam24.ru/;;;;550009998;;;0101000000821FD5B0DFCD4240083C3080F0E14B40;
930;Гостиница «Prime»  ООО «Прайм»;671457972;Центральный административный округ;Пресненский район;Красина улица, дом 14, строение 7;;"PublicPhone:(929) 956-45-10

";;zllata72@mail.ru ;;;;28.11.2016;;;;0101000000637C98BD6CCB4240AF40F4A44CE24B40;
931;"Гостиница ""Зазеркалье"" ИП Михайлова Анастасия Сергеевна
";671464059;Юго-Восточный административный округ;район Лефортово;Энергетическая улица, дом 3;;"PublicPhone:(495) 707-15-15

";;anastasiya3000@inbox.ru;;;;;550010000;;;0101000000ED0E290648DA42406BB8C83D5DE14B40;
932;Гостиница «Мини-отель «Квартира №2» ИП Шахмина Лариса Михайловна;671474468;Центральный административный округ;район Хамовники;Комсомольский проспект, дом 9, квартира №2;;"PublicPhone:(985) 600-40-25

";;edouard@robitex.ru;www.kvartira2hotel.moscow;;;;550010001;;;0101000000D7A02FBDFDC942401286014BAEDC4B40;
933;Хостел «ПЛЕД» на Павелецкой;671479982;Центральный административный округ;район Замоскворечье;Кожевнический проезд, дом 4/5, строение 5;;"PublicPhone:(906) 712-33-22

";;paveletskaya@pledhostels.ru;;;;;550010009;;;01010000006C7A50508AD242404148163081DD4B40;
934;Комплекс меблированных комнат «Тверская Лофт» ;671491464;Центральный административный округ;Тверской район;Тверская улица, дом 12, строение 7;;"PublicPhone:(495) 694-67-74

";(903) 725-14-75;info@tverskayaloft.ru;tverskayaloft.ru/;;;;550010016;;;010100000087F9F202ECCD42408E93C2BCC7E14B40;
935;Мини-отель «Пафос на Таганке»;671494588;Центральный административный округ;Таганский район;Марксистская улица, дом 20, строение 9;;"PublicPhone:(925) 914-58-81

";;info@hotel-pathos.ru;;;;;550010022;;;010100000086CABF9657D44240371C96067EDE4B40;
936;"Хостел ""Олимпия"" Общество с ограниченной ответственностью ""ГЕНЕРАЛЬСКИЙ ДОМ""";671502507;Юго-Западный административный округ;Академический район;Дмитрия Ульянова улица, дом 24/1;;"PublicPhone:(499) 530-33-54

";;olimpiahotel@yandex.ru;www.hostelolimpia.ru;одна звезда;550010023;04.02.2019;550010023;07.06.2021;"ООО ""ПромСтандарт""";0101000000629F008A91C94240F4177AC4E8D74B40;
937;Гостиница «Арт Отель Че» ИП Ильина Юлия Анатольевна;671508894;Центральный административный округ;Тверской район;Малая Дмитровка улица, дом 29, строение 3;;"PublicPhone:(495) 650-57-04

";(495) 650-57-04;booking@chehotel.org;chehotel.org;;;;550010044;;;0101000000D89C836742CD4240A988D349B6E24B40;
938;"Гостиница ""Arbat Residence"" ООО ""Гарантия М""";671519226;Центральный административный округ;район Арбат;Новинский бульвар, дом 22, строение 1;;"PublicPhone:(903) 512-41-41

";;novhani@mail.ru;;;;;550010054;;;01010000007EE4D6A4DBCA42402E8ECA4DD4E04B40;
939;"Хостел «S.Hostel» ИП Симонов Захар Романович 
";671529207;Восточный административный округ;район Гольяново;Иркутская улица, дом 11 корпус 1 ;;"PublicPhone:(925) 700-25-59

";;s.hostel@mail.ru;Shostel.com.ru;;;;550010063;;;0101000000C39E76F86BE44240CCEB884336E84B40;
940;"Отель ""Элит"" ООО ""Элит""";671538849;Юго-Восточный административный округ;район Кузьминки;Волгоградский проспект, дом 98, корпус 1;;"PublicPhone:(495) 222-50-20

";;otelelit@mail.ru ;otelelit.ru/;;;;550010071;;;0101000000F969DC9BDFE24240CDE506431DDA4B40;
941;" Отель ""Бруно""
";671654164;Центральный административный округ;Тверской район;"Тверская улица,  дом 12, строение 6А
";;"PublicPhone:(985) 778-74-47

";;infobrunohotel@gmail.com;bruno-hotel.ru;;;;550010080;;"
";0101000000D32EA699EECD4240355F251FBBE14B40;
942;"Средство размещения ""ХОСТЕЛ ""COME&SLEEP"" ИП Филистов Валерий Александрович
";671667570;Центральный административный округ;Тверской район;Малая Дмитровка улица, дом 23/15 строение 2;;"PublicPhone:(925) 083-98-00

";;hostel@comesleep.com;www.comesleep.com;;;;550010081;;;01010000005C57CC086FCD424038DBDC989EE24B40;
943;"Гостиница ""Свитотель""";671677064;Северо-Восточный административный округ;Алексеевский район;Павла Корчагина улица, дом 8, корпус 1;;"PublicPhone:(495) 357-53-51

";;89035844526@mail.ru;www.hotel-sweet.ru/;;;;550010083;;;0101000000B45BCB6438D442404609FA0B3DE84B40;
944;"Хостел ""Хостел на ВДНХ"" ";671685224;Северо-Восточный административный округ;Алексеевский район;Кибальчича улица, дом 5, строение 2;;"PublicPhone:(915) 306-81-45

";;bs@gorhotel.ru;www.gorhotel.ru;без звезд;77/22/0080-2019;22.11.2019;550010085;21.11.2022;"ООО «Академия Консалтинга и Инноваций»
";01010000007365506D70D2424088484DBB98E84B40;
945;Хостел «Лайм» ИП Курасов Матвей Викторович;671694948;Центральный административный округ;Басманный район;"Макаренко улица, дом 1/19
";;"PublicPhone:(968) 708-03-03

";;makarenko191910@gmail.com;;;;;550010109;;;01010000003579CA6ABAD24240EBE3A1EF6EE14B40;
946;"Отель ""АВИТА Красные Ворота"" ООО ""Авита-Приволжье""";671714696;Центральный административный округ;Красносельский район;Садовая-Спасская улица, дом 17/2, апартаменты 6;;"PublicPhone:(499) 975-51-95

";;9755195@mail.ru;www.avitahotel.ru;;;;550010130;;;0101000000A9D903ADC0D24240431B800D88E24B40;
947;"ХОСТЕЛ ""Хостел ""СТАРТ"" ООО ""СТАРТ""
";671723227;Северо-Западный административный округ;район Покровское-Стрешнево;Вишневая улица, дом 13а, строение 1;;"PublicPhone:(495) 984-55-86

";;hostel-start@bk.ru;hostel-start.ru;;;;550010136;;;01010000002EAA454431B942402E8ECA4DD4EA4B40;
948;"Гостевой дом ""Home Slava"" ООО ""ГЕРАТЕКС"" (Ясеневая улица, дом 36, квартира 144)
";671728327;Южный административный округ;район Орехово-Борисово Южное;"Ясеневая улица, дом 36, квартира 144
";;"PublicPhone:(985) 272-09-30

";;aleksandr_klindyuk@yandex.ru;;;;;550010139;;;0101000000CD203EB0E3D94240E31A9FC9FEC74B40;
949;"Гостевой дом ""Home Slava"" ООО ""ГЕРАТЕКС"" (Ленинградский проспект)";671744320;Северный административный округ;район Беговой;Ленинградский проспект, дом 2, квартира 2;;"PublicPhone:(968) 769-55-57

";;aleksandr_klindyuk@yandex.ru;;;;;550010144;;;0101000000FED64E9484CA4240CA8B4CC0AFE34B40;
950;Хостел «Hostel plus» ООО Центрхозуправление» ;671755173;Северо-Западный административный округ;район Покровское-Стрешнево;Малая Набережная улица, дом 11/25 ;;"PublicPhone:(495) 518-26-68

";;Svoboda25@bk.ru;hostel-plus.ru/;;;;550010147;;;01010000008995D1C8E7B94240416150A6D1EA4B40;
951;ADAGIO MOSCOW KIEVSKAYA (АДАЖИО МОСКВА КИЕВСКАЯ);671767542;Западный административный округ;район Дорогомилово;Киевская улица, дом 2;;"PublicPhone:(495) 660-53-53

";(495) 734-73-60;h8225@accor.com;www.accorhotels.com/ru/hotel-8226-adagio-moscow-kievskaya-/index.shtml;;;;550010165;;"
";0101000000E5D3635B06C84240091B9E5E29DF4B40;
952;IBIS MOSCOW KIEVSKAYA (ИБИС МОСКВА КИЕВСКАЯ);671785223;Западный административный округ;район Дорогомилово;Киевская улица, дом 2;;"PublicPhone:(495) 660-53-53

";(495) 734-73-60;h8225@accor.com;www.ibis.com/ru/hotel-8224-ibis-moscow-kievskaya;;;;550010166;;;0101000000E5D3635B06C84240091B9E5E29DF4B40;
953;NOVOTEL MOSCOW KIEVSKAYA (НОВОТЕЛЬ МОСКВА КИЕВСКАЯ);671797122;Юго-Западный административный округ;район Дорогомилово;Киевская улица, дом 2;;"PublicPhone:(495) 660-53-53

";(495) 734-73-60;h8225@accor.com;www.novotel.com/ru/hotel-8225-novotel-moscow-kievskaya-/index.shtml;;;;550010167;;"
";0101000000E5D3635B06C84240091B9E5E29DF4B40;
954;"Хостел «На багратионовской» Индивидуальный предприниматель Третьякова Светлана Борисовна
";671802381;Западный административный округ;район Филёвский Парк;Василисы Кожиной  улица, дом 14, корпус 3;;"PublicPhone:(926) 730-55-42

";;s-tretyakova@mail.ru;www.bagration-hostel.ru/;;;;550010178;;;010100000015C78157CBBF42406117450F7CDE4B40;
955;Гостиница «Фортуна Бест»,      ИП Бабин М. В.;676229192;Северо-Восточный административный округ;район Отрадное;"Юрловский проезд, дом 14, корпус 1 
";;"PublicPhone:(499) 350-19-04

";;fartunabest@yandex.ru;www.fartunabest.ru;;;;550010190;;;01010000005B26C3F17CCE4240016DAB5967F04B40;
956;«Ель» Хостел и Кофейня;676229193;Центральный административный округ;Басманный район;Макаренко улица, дом 2/21, строение 1;;"PublicPhone:(499) 397-85-61

";;hello@elhostel.ru ;elhostel.ru/;;;;550010192;;;0101000000B3EBDE8AC4D24240C4EC65DB69E14B40;
957;Хостел «Mini-hostel»;676229194;Северо-Западный административный округ;район Покровское-Стрешнево;Стратонавтов проезд, дом 17;;"PublicPhone:(925) 517-29-32

";;yzdennikov@mail.ru;;;;;550010194;;"
";0101000000E4D70FB1C1B642406878B306EFE94B40;
958;Мини – отель «Moscow Point – Рублёвъ Дом» ООО «Рублёвъ Домъ»;676229195;Восточный административный округ;район Преображенское;Девятая Рота улица, дом 16, строение 4;;"PublicPhone:(495) 963-96-77

";(495) 962-12-24;inforublev@gmail.com;www.rublevdom.ru;без звезд;;25.12.2018;550010195;24.12.2021;ООО «Строим отель»;0101000000268BFB8F4CDB4240B323D5777EE54B40;
959;"Отель «ПОСТОЯЛОВ»
";676229196;Центральный административный округ;район Арбат;Новинский бульвар, дом 5, строение 1;;"PublicPhone:(495) 768-72-39

";;postoyalov@gmail.com;postoyalov.ru/;;;;550010233;;;01010000002062838593CA4240E52A16BF29E04B40;
960;"Хостел «Sputnik hostel & personal space»
";676229197;Центральный административный округ;Тверской район;Большая Дмитровка, дом 20, строение 1, квартира 49–50;;"PublicPhone:(977) 613-35-44

";;dobrysputnik@gmail.com;;;;;550010257;;;0101000000F7E5CC7685CE4240088ECBB8A9E14B40;
961;Хостел «Просто Хостел» Общество с ограниченной ответственностью «Русские Системы»;676229198;Северный административный округ;район Беговой;Ямского Поля 1-я улица, дом 10;;"PublicPhone:(495) 226-14-24

";;prostohostel@gmail.com;prostohostel.ru/;;;;550010264;;;0101000000AB4198DBBDCA4240C7D79E5912E44B40;
962;"Хостел ""Хостел на Черкизовской"" ООО ""Горотель""";676229199;Восточный административный округ;район Преображенское;Большая Черкизовская улица, дом 4, строение 1;;"PublicPhone:(985) 781-89-71

";;b.cherkizovskaya@yandex.ru;;;;;550010265;;;0101000000DA0242EBE1DB42403C50A73CBAE54B40;
963;Хостел ООО «Три Звезды» (1-й Силикатный проезд, дом 19/2, cтроение 28);676229202;Северо-Западный административный округ;район Хорошёво-Мнёвники;1-й Силикатный проезд, дом 19/2, cтроение 28;;"PublicPhone:(495) 780-29-30

";(495) 780-29-30;7802930@gmail.com;;;;;550010275;;;01010000002D99637957C14240C85BAE7E6CE24B40;
964;"Хостел ООО «Три Звезды» (Мукомольный проезд, дом 2А)
";676229206;Центральный административный округ;Пресненский район;Мукомольный проезд, дом 2А;;"PublicPhone:(495) 780-29-30

";;7802930@gmail.com;;;;;550010276;;;0101000000C5C9FD0E45C34240103D29931AE04B40;
965;Хостел «На Мясницкой»;676229207;Центральный административный округ;Басманный район;Мясницкая улица, дом 46/2, строение 1;;"PublicPhone:(495) 943-80-01

";;hostel-centr@ya.ru;moscowhostel.net;;;;550010292;;;0101000000F415A4198BD24240957CEC2E50E24B40;
966;"меблированные комнаты ""Кастелло""
";676229208;Юго-Западный административный округ;Гагаринский район;Ленинский проспект, дом 34/1;;"PublicPhone:(964) 797-84-10

";;castello.hotel24@gmail.com;hotels-mmc.ru/otel-leo;;;;550010293;;"
";0101000000F1D93A38D8C942407FDFBF7971DA4B40;
967;"Меблированные комнаты ""Лео""";676229209;Юго-Западный административный округ;Гагаринский район;Ленинский проспект, дом 36;;"PublicPhone:(916) 331-43-43

";;Infoleohotel@gmail.com;hotels-mmc.ru;;;;550010294;;;0101000000FF5E0A0F9AC94240EE93A30051DA4B40;
968;"Хостел ""ЛИМ"" ООО ""ЛИМ""";676229210;Северо-Восточный административный округ;Останкинский район;Ольминского проезд, дом 6 строение 1;;"PublicPhone:(985) 336-31-40

";;lim@moscow-host.ru;moscow-host.ru;без звезд;;23.12.2019;550010298;23.12.2022;"ООО ""Строим Отель"" ";0101000000A1BAB9F8DBD0424079573D601EE84B40;
969;"Хостел ""Капсульный отель InterQUBE Чистые пруды"" ООО ""ИНТЕРКУБ""";676229211;Центральный административный округ;Басманный район;Макаренко улица, дом 5, строение 1А;;"PublicPhone:(495) 552-04-50

";;interqube@gmail.com ;interqube.ru;без звезд;550012488 ;19.04.2018;550012488 ;19.09.2020;ООО «Строим отель»;01010000001BD82AC1E2D242408237A45181E14B40;
970;"Средство размещения «Хостел-общежитие» «ВлаСэр Павелецкая» ИП Тульчинский В.С.
";676229213;Южный административный округ;Даниловский район;Дербеневская улица, дом 24, строение 4 ;;"PublicPhone:(926) 528-82-26

";;9250502090@mail.ru;vla-ser.ru/khostely/;;;;550010321;;;0101000000139D6516A1D242409964E42CECDB4B40;
971;"Хостел ГАУ города Москвы «Московский государственный зоологический парк» (Большая Грузинская улица, дом 1)
";676229214;Центральный административный округ;Пресненский район;Большая Грузинская улица, дом 1;;"PublicPhone:(499) 254-46-83

";(495) 605-17-17;zoopark-mail@mail.ru;;;;;550010327;;;01010000001711C5E40DCA424016DF50F86CE14B40;
972;"Хостел ГАУ города Москвы «Московский государственный зоологический парк» (Большая Грузинская улица, дом 8, строение 26)
";676229215;Центральный административный округ;Пресненский район;Большая Грузинская улица, дом 8, строение 26;;"PublicPhone:(499) 254-46-83

";(495) 605-17-17;zoopark-mail@mail.ru;;;;;550010328;;;01010000002D5BEB8B84CA424087A2409FC8E14B40;
973;"Хостел  ГАУ города Москвы «Московский государственный зоологический парк» (Красная Пресня улица, дом 6/2, строение 1,  квартира 1-6, 11, 15, 17, 18)
";676229216;Центральный административный округ;Пресненский район;Красная Пресня улица, дом 6/2, строение 1,  квартира 1-6, 11, 15, 17, 18;;"PublicPhone:(499) 254-46-83

";(495) 605-17-17;zoopark-mail@mail.ru;;;;;550010329;;;01010000000BF0DDE68DC942403B3AAE4676E14B40;
974;"Хостел ГАУ города Москвы «Московский государственный зоологический парк» (Красная Пресня улица, дом 6/2, строение 2, квартира 6,9,10)
";676229217;Центральный административный округ;Пресненский район;Красная Пресня улица, дом 6/2, строение 2, квартира 6,9,10;;"PublicPhone:(499) 254-46-83

";(495) 605-17-17;"zoopark-mail@mail.ru
";;;;;550010330;;;01010000006B49473998C94240C005D9B27CE14B40;
975;ГОСТИНИЦА «ФИЛИ ХАУС ОТЕЛЬ» Общество с ограниченной ответственностью «ФИЛИ ХАУС»;676229218;Западный административный округ;район Филёвский Парк;Тучковская улица, дом 11, корпус 2;;"PublicPhone:(499) 136-81-95

";;"filihousehotel@gmail.com
";www.Filihousehotel.ru;;;;550010332;;"
";0101000000D82E6D382CC142407ADE8D0585DF4B40;
